area_type,availability,size,total_sqft,location,bath,LONGITUDE,LATITUDE,balcony,price
Built-up  Area,17-Dec,2,1000,"Kelkarwadi,Wardha",2,20.75,78.61667,1,20
Super built-up  Area,18-Jul,2,840.0420021,"Hiranandani Estate,Lalitpur",,19.255098,72.9815265,2,120
Super built-up  Area,Ready To Move,3,3130.434783,"Sadhu Vaswani Nagar,Pune",3,18.524634,73.87632,2,360
Super built-up  Area,Ready To Move,2,829.9472638,"Balkum,Lalitpur",3,24.69028,78.41889,3,96
Super built-up  Area,18-Sep,2,1063.201418,"Sardar Ganj,Anand",2,22.556996,72.963198,1,18
Super built-up  Area,Ready To Move,3,958.3009583,"Sector-117 Noida,Noida",3,28.578498,77.397634,1,37
Super built-up  Area,19-Jul,3,1600.150602,"Sector 2 HSR Layout,Bangalore",4,12.91,77.64,2,85
Super built-up  Area,Ready To Move,3,2302.867384,"Kulhan,Dehradun",2,30.33,78.06,3,77.1
Super built-up  Area,Ready To Move,1,648.2525366,"Sardar Patel Ring Road,Gandhinagar",1,22.719648,72.439731,2,11.5
Super built-up  Area,Ready To Move,3,1792.114695,"Rajaji Nagar,Bangalore",2,12.9847,77.5491,2,170
Super built-up  Area,Ready To Move,2,2000,"Narendra Nagar,Lalitpur",3,21.105779,79.078497,3,90
Super built-up  Area,19-Jun,3,1608.539884,"Bhandup (West),Lalitpur",2,19.147866,72.932609,2,220
Built-up  Area,Ready To Move,3,1584.158416,"Sector-76 Noida,Noida",2,28.567633,77.383124,1,120
Super built-up  Area,Ready To Move,4,2911.409954,"Sector-45 Noida,Noida",1,28.553374,77.355611,1,210
Super built-up  Area,18-Aug,2,1128.744939,"Hinjewadi,Pune",2,18.5853,73.7413,1,69.7
Super built-up  Area,Ready To Move,3,2292.920608,"Sector-150 Noida,Noida",3,28.429614,77.481711,2,160
Plot  Area,Ready To Move,2,989.8812143,"Sector-143 Noida,Noida",2,28.5035,77.426447,,45
Super built-up  Area,Ready To Move,3,1250,"Telco Circle,Alwar",2,27.56246,76.625,2,26
Super built-up  Area,21-Dec,3,1232.201533,"Bhakti Park,Lalitpur",2,19.02767,72.88001,1,270
Super built-up  Area,Ready To Move,2,1176.74747,"Whitefield,Bangalore",3,12.9958935,77.761394,1,100
Super built-up  Area,Ready To Move,3,1800.327332,"Rani Sati Nagar,Jaipur",2,26.4642,75.2038,2,66
Super built-up  Area,18-Dec,3,1685.1705,"Sector-137 Noida,Noida",4,28.506454,77.409568,2,85
Built-up  Area,Ready To Move,3,1250,"Shahunagar,Pune",2,18.52361,73.84778,2,63
Built-up  Area,Ready To Move,2,998.3028851,"Vijay Nagari,Mumbai",2,19.121226,72.880241,1,100
Built-up  Area,Ready To Move,3,1145.127366,"Cuttack Puri Road,Bhubaneswar",3,20.324661,85.86347,1,49
Plot  Area,Ready To Move,2,950.0206526,"Kasar vadavali,Lalitpur",2,24.6902,78.416,1,92
Super built-up  Area,Ready To Move,2,1000,"Ghansoli,Mumbai",2,19.126499,72.99956,2,120
Super built-up  Area,Ready To Move,2,1068.03375,"Ulwe,Lalitpur",2,24.69028,78.41889,1,100
Built-up  Area,Ready To Move,1,637.807377,"Wagholi,Pune",3,18.5823,73.983,2,24.9
Plot  Area,Ready To Move,6,3000,"Andheri (West),Maharashtra",2,19.139348,72.820458,0,930
Built-up  Area,Ready To Move,3,1297.016861,"Baner Pashan Link Road,Pune",2,18.542235,73.828136,2,120
Super built-up  Area,Ready To Move,3,1695.274423,"Sector-137 Noida,Noida",2,28.506454,77.409568,2,80
Super built-up  Area,Ready To Move,2,1232.001232,"Civil Lines,Lalitpur",2,24.692547,78.408129,2,160
Super built-up  Area,18-Dec,3,1833.333333,"Pathargadia,Bhubaneswar",4,20.26444,85.82806,2,77
Super built-up  Area,Ready To Move,2,1090.116279,"Uttarahalli,Bangalore",2,12.90579,77.54264,2,60
Super built-up  Area,19-Dec,3,1250,"Anna Nagar West,Chennai",2,13.086769,80.191135,2,100
Super built-up  Area,Ready To Move,2,1055.662188,"Ankleshwar GIDC,Bharuch",2,21.610509,73.030424,2,16.5
Super built-up  Area,Ready To Move,1,605.0003645,"Malad (West),Lalitpur",2,19.1849,72.8347,2,83
Super built-up  Area,19-Mar,3,1269.420235,"Uttara,Bhubaneswar",3,20.26444,85.82806,3,33.5
Built-up  Area,18-Dec,3,2526.122402,"Hebbal,Bangalore",1,13.04034,77.591347,3,220
Super built-up  Area,Ready To Move,2,1144.86338,"Koregaon Park,Pune",3,18.5333,73.9,2,150
Plot  Area,Ready To Move,2,1176.470588,"Adambakkam,Chennai",3,12.99,80.2,2,100
Plot  Area,Ready To Move,2,1098.398169,"Majiwada,Mumbai",2,19.218498,72.992114,2,120
Built-up  Area,Ready To Move,2,1345.111423,"Sector-66A Mohali,Mohali",2,30.661104,76.746082,1,67
Super built-up  Area,Ready To Move,2,1188.033265,"Kanchpada,Lalitpur",3,24.69028,78.41889,1,220
Super built-up  Area,Ready To Move,2,796.9826173,"Mahim,Palghar",4,19.6394,72.7256,0,24.3
Super built-up  Area,Ready To Move,2,1057.082452,"Malleshpalya,Bangalore",3,12.976741,77.674509,2,50
Plot  Area,Ready To Move,3,1546.79041,"Sector-70 Mohali,Mohali",3,30.697795,76.714722,1,100
Plot  Area,Ready To Move,2,1150.026137,"Sector 10 Kharghar,Mumbai",2,19.033956,73.075342,2,110
Super built-up  Area,Ready To Move,3,1244.010321,"JVLR,Maharashtra",4,18.96,72.82,2,270
Super built-up  Area,Ready To Move,2,1070.090958,"Garia,Kolkata",5,22.403867,88.470006,,40
Plot  Area,Ready To Move,2,950.0059375,"Raheja Estate,Maharashtra",3,19.500294,75.934395,1,240
Plot  Area,Ready To Move,2,1322.910403,"Wadala,Maharashtra",2,19.015576,72.851441,1,220
Super built-up  Area,Ready To Move,2,813.9314783,"Nelamangala,Bangalore",2,13.144144,77.340868,1,43
Super built-up  Area,Ready To Move,4,2200.104767,"Kanke,Ranchi",2,23.35556,85.33472,2,84
Plot  Area,Ready To Move,2,1297.617944,"Sector-108 Gurgaon,Gurgaon",5,28.514348,76.983292,0,140
Super built-up  Area,Ready To Move,2,1185.068141,"Sector-75 Noida,Noida",2,28.576117,77.382136,,60
Super built-up  Area,Ready To Move,2,849.9703499,"Sector 45 Faridabad,Faridabad",4,28.450804,77.29956,2,43
Built-up  Area,18-Mar,2,1220.008133,"Banashankari Stage II,Bangalore",4,12.9223,77.5532,3,60
Super built-up  Area,Ready To Move,2,1215.848949,"Whitefield,Bangalore",2,12.9958935,77.761394,2,85
Super built-up  Area,19-Dec,3,1413.486322,"Senapati Bapat Road,Pune",3,18.52361,73.84778,2,170
Super built-up  Area,18-Jul,4,2311.070025,"Citylight Area,Surat",3,21.17,72.83,1,100
Super built-up  Area,Ready To Move,2,1111.111111,"Ajairajpura,Jaipur",5,26.591483,76.110858,2,25
Super built-up  Area,18-Aug,2,1200,"Sector 21 Kharghar,Lalitpur",2,19.049822,73.067595,2,120
Super built-up  Area,20-Jan,2,1000,"Vijayanagar,Bangalore",2,12.96991,77.59796,1,78
Super built-up  Area,Ready To Move,1,699.1171558,"Aman Vihar,Dehradun",2,30.352817,78.072107,2,29.3
Super built-up  Area,18-May,3,1404.954807,"Worli,Mumbai",2,19.0167,72.8167,2,600
Super built-up  Area,18-Jun,2,693.0327111,"Sector-1 Kalamboli,Mumbai",2,19.024,73.103,3,75
Super built-up  Area,Ready To Move,4,6000.774293,"Sector-110 Noida,Noida",3,28.536585,77.383669,1,310
Super built-up  Area,19-Mar,1,305.0397878,"Taloja,Mumbai",2,19.076057,73.097319,2,23
Super built-up  Area,18-Apr,2,800,"Garia,Kolkata",2,22.403867,88.470006,1,40
Built-up  Area,Ready To Move,2,1033.457249,"Sector-45 Noida,Noida",4,28.553374,77.355611,0,27.8
Super built-up  Area,19-Dec,2,914.3807149,"JK Gram,Lalitpur",3,33.45,76.24,3,110
Super built-up  Area,Ready To Move,3,1789.976134,"Thanisandra,Bangalore",2,13.055985,77.622157,2,120
Super built-up  Area,Ready To Move,3,1955.292217,"New Chandigarh,Chandigarh",3,30.73528,76.79111,1,72.6
Super built-up  Area,Ready To Move,1,550.0550055,"Shalimar Garden Extension I,Ghaziabad",2,28.689982,77.339807,2,15
Super built-up  Area,Ready To Move,1,493.9287919,"Sector-143 Noida,Noida",3,28.5035,77.426447,1,24
Built-up  Area,Ready To Move,3,1995.72345,"Thanisandra,Bangalore",3,13.055985,77.622157,2,140
Plot  Area,Ready To Move,4,3739.715782,"Maradu,Kochi",2,9.935889,76.319041,2,350
Super built-up  Area,Ready To Move,2,800,"Harsul,Lalitpur",6,24.69028,78.41889,1,20
Super built-up  Area,Ready To Move,3,1313.149736,"Mahesh Nagar,Patna",2,30.340839,76.866762,,72
Super built-up  Area,Ready To Move,3,1850.294365,"Sector-79 Noida,Noida",2,28.558047,77.392752,2,110
Super built-up  Area,Ready To Move,3,1696.782724,"New Town,Kolkata",2,22.5922,88.484911,1,77
Super built-up  Area,21-Dec,1,450.0061645,"Andheri (East),Maharashtra",3,19.1145,72.8712,1,73
Built-up  Area,Ready To Move,2,945.1299554,"Jigani,Bangalore",3,12.778033,77.632191,1,36
Super built-up  Area,Ready To Move,3,1338.095238,"Nagarbhavi,Bangalore",2,12.957468,77.516563,0,56.2
Super built-up  Area,Ready To Move,2,600,"VIP Haldirams,Kolkata",2,22.58335,88.354623,2,18
Super built-up  Area,Ready To Move,3,1460.624011,"Powai,Maharashtra",7,19.12,72.91,1,360
Carpet  Area,Ready To Move,2,946.2656303,"I C Colony,Lalitpur",2,24.69028,78.41889,1,140
Plot  Area,Ready To Move,2,840.1344215,"Thiruverkadu,Chennai",3,13.071572,80.124247,1,35
Super built-up  Area,Ready To Move,1,225.0045364,"Tardeo, A C Market, RTO, Police Colony,Mumbai",2,28.5485585,77.251249,2,62
Super built-up  Area,Ready To Move,2,612.1449559,"Thaiyur,Chennai",2,12.78333,80.18333,1,25
Super built-up  Area,19-Dec,2,1085.048668,"Sector-24 Taloja,Lalitpur",3,30.673846,76.877616,2,68
Plot  Area,Ready To Move,3,873.6669401,"Gulmohar Colony,Bhopal",3,23.185601,77.435433,1,21.3
Plot  Area,Ready To Move,2,770.0770077,"Kasar vadavali,Mumbai",3,18.205923,72.999182,2,70
Super built-up  Area,Ready To Move,2,720,"Brahmapur,Kolkata",3,22.459169,88.364505,1,25.2
Super built-up  Area,Ready To Move,3,1412.993396,"Powai,Lalitpur",4,19.12,72.91,2,460
Built-up  Area,Ready To Move,4,2430.289076,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,95
Plot  Area,Ready To Move,2,1124.615385,"Washermenpet,Chennai",3,13.09,80.27,1,73.1
Super built-up  Area,Ready To Move,3,1825.983749,"Akshaya Nagar,Bangalore",4,12.96991,77.59796,2,200
Super built-up  Area,Ready To Move,3,1097.453907,"Umargam,Valsad",4,20.27801,72.84171,2,25
Super built-up  Area,Ready To Move,2,1179.142801,"Anantapura,Bangalore",4,13.1156,77.5652,3,59.7
Super built-up  Area,Ready To Move,2,870.0380642,"Vishnupuram Colony,Pune",3,18.52361,73.84778,1,48
Built-up  Area,Ready To Move,3,1567.270507,"Manapakkam,Chennai",2,13.0133,80.17286,2,77
Built-up  Area,Ready To Move,2,1241.087932,"Begur,Bangalore",2,12.8706,77.6279,2,47
Built-up  Area,Ready To Move,1,690.0768693,"Kate Wasti,Pune",3,45.073846,7.680335,1,39.5
Plot  Area,Ready To Move,3,1600.512164,"Alwar Road,Bhiwadi",3,28.2102,76.8606,0,25
Plot  Area,Ready To Move,3,1730.103806,"Sector-79 Noida,Noida",2,28.558047,77.392752,2,110
Super built-up  Area,19-Mar,5,3554.165482,"Sector-45 Noida,Noida",3,28.553374,77.355611,2,250
Built-up  Area,Ready To Move,2,910.0101112,"Vishwapriya Layout,Bangalore",2,12.96991,77.59796,0,36
Super built-up  Area,19-Dec,2,870.0696056,"Hoshangabad Road,Bhopal",3,22.75,77.72,0,30
Plot  Area,Ready To Move,3,1400.094922,"Sector-66b Mohali,Mohali",2,30.651192,76.755011,1,59
Super built-up  Area,18-May,2,1047.549378,"Sarjapur Road,Bangalore",3,12.86,77.786,3,71.6
Built-up  Area,Ready To Move,3,1791.530945,"Sector-18 Vasundhara,Ghaziabad",2,28.65998,77.370279,3,110
Super built-up  Area,18-Aug,2,1425.081433,"NH-8,Dharuhera",2,12.973237,77.646859,3,35
Super built-up  Area,Ready To Move,2,1088.582677,"New Town,Kolkata",2,22.5922,88.484911,1,55.3
Plot  Area,Ready To Move,1,566.2323052,"Kolshet Road,Lalitpur",4,24.69028,78.41889,2,60.4
Super built-up  Area,21-Nov,2,971.0832974,"Rachenahalli,Bangalore",2,13.219742,76.698537,1,45
Super built-up  Area,Ready To Move,1,500,"Katargam,Surat",3,21.232813,72.832454,2,22
Super built-up  Area,Ready To Move,3,1910.545024,"Zirakpur,Chandigarh",3,30.662283,76.822397,2,64.5
Built-up  Area,Ready To Move,3,1376.2321,"Electronics City Phase 1,Bangalore",4,12.840956,77.659441,1,74
Super built-up  Area,Ready To Move,3,1534.420431,"Hiranandani Gardens - Powai,Lalitpur",3,19.124896,72.893503,2,590
Super built-up  Area,Ready To Move,3,1665.812404,"Kottara Chowk,Mangalore",2,26.864145,80.904794,2,65
Super built-up  Area,Ready To Move,2,1024.030584,"Kharghar,Lalitpur",2,24.69028,78.41889,1,75
Plot  Area,17-Aug,2,784.2387146,"Hirapur,Raipur",2,21.272756,81.583954,2,20.5
Super built-up  Area,Ready To Move,1,741.1067194,"Kalyan (West),Lalitpur",3,19.245347,73.124577,1,45
Plot  Area,Immediate Possession,2,900.0276932,"Asha Nagar,Lalitpur",3,24.857578,79.39186,0,130
Super built-up  Area,Ready To Move,3,1420.144199,"Mango,Jamshedpur",5,22.835481,86.221099,3,65
Super built-up  Area,Ready To Move,2,936.9144285,"Omkar Nagar,Nagpur",2,20.100361,79.103607,,30
Super built-up  Area,18-Apr,2,1446.117274,"Sector-104 Gurgaon,Gurgaon",1,28.474616,76.990309,0,73
Built-up  Area,Ready To Move,3,822.9639871,"Wadala East,Lalitpur",2,19.014858,72.8662,2,250
Super built-up  Area,21-Jun,2,880.4108584,"Chembur (West),Lalitpur",4,19.05871,72.89969,1,180
Super built-up  Area,Ready To Move,2,1079.992678,"Sector-120 Noida,Noida",2,28.585757,77.396668,3,59
Super built-up  Area,Ready To Move,3,645,"Sector-63A Gurgaon,Gurgaon",2,28.359199,76.836683,2,25.8
Built-up  Area,Ready To Move,1,449.8767461,"Ayodhya Nagar, Near Kasar Managal Bhavan,Jalgaon",2,25.386826,51.442825,2,21.9
Super built-up  Area,Ready To Move,2,1250,"Sector-5 Vaishali,Ghaziabad",2,28.644114,77.338923,3,68
Super built-up  Area,Ready To Move,2,1000,"Alwar Bypass Road,Bhiwadi",3,28.2102,76.8606,1,18
Plot  Area,Ready To Move,1,800,"Hinjewadi,Pune",2,18.5853,73.7413,2,39.4
Super built-up  Area,18-Aug,1,625,"Dahej,Bharuch",3,21.750834,72.61024,3,8.5
Built-up  Area,Ready To Move,2,1150.216781,"Ahinsa Khand 1,Ghaziabad",2,28.9196,76.8972,1,45.1
Super built-up  Area,Ready To Move,2,1099.776857,"Mansarovar Extension,Jaipur",3,26.8626,75.7633,1,34.5
Super built-up  Area,19-Mar,3,1521.73913,"New Town,Kolkata",3,22.5922,88.484911,1,70
Built-up  Area,Ready To Move,2,690.4170119,"Kanjur Marg (East),Mumbai",2,19.221571,73.042474,2,150
Built-up  Area,Ready To Move,2,900.090009,"Y n road,Indore",3,41.2997157,-87.4183747,1,40
Super built-up  Area,20-Jan,2,1000,"Thergaon,Pune",2,18.615805,73.775025,1,70
Super built-up  Area,Ready To Move,3,1331.14515,"Chinar Park,Kolkata",2,22.623598,88.441186,,73
Super built-up  Area,Ready To Move,2,1250,"Sector 20 Kharghar,Lalitpur",1,19.049214,73.072916,2,99
Super built-up  Area,Ready To Move,3,2424.242424,"Sector-82 Mohali,Mohali",2,30.654128,76.732427,2,140
Super built-up  Area,20-Dec,2,1120.162933,"Baner-Sus,Pune",2,18.558319,73.77588,1,66
Super built-up  Area,18-Apr,2,985.1301115,"Chhalera,Noida",4,28.57,77.32,1,26.5
Super built-up  Area,18-Jun,2,985.2216749,"Gunjur Palya,Bangalore",1,12.923545,77.711773,1,40
Super built-up  Area,18-Apr,2,899.8875141,"South Office Para,Ranchi",2,22.813501,86.19046,2,40
Super built-up  Area,19-Dec,2,525.0342414,"Ambernath,Mumbai",3,18.96,72.82,2,34.5
Super built-up  Area,Ready To Move,2,1250,"Vaibhav Khand,Ghaziabad",1,28.9196,76.8972,1,56
Super built-up  Area,Ready To Move,3,1565.190171,"Munnekollal,Bangalore",3,12.96991,77.59796,2,100
Built-up  Area,Ready To Move,3,2591.858515,"Sector-65 Mohali,Mohali",4,30.696627,76.693764,1,170
Built-up  Area,Ready To Move,3,907.6923077,"Bhadra Nagar,Maharashtra",2,20.742166,80.104602,1,82.6
Built-up  Area,Ready To Move,2,912.0758847,"Kothrud,Pune",4,18.5101,73.8141,1,100
Carpet  Area,Ready To Move,3,1680.107527,"Devanahalli,Bangalore",2,13.23,77.7,3,100
Super built-up  Area,18-Aug,2,820.2099738,"Bhowali,Nainital",6,29.388298,79.516656,1,25
Super built-up  Area,18-Aug,3,1898.099261,"Near Delhi Bye Pass,Rohtak",3,28.545233,77.183719,,71.9
Super built-up  Area,Ready To Move,3,1499.993478,"Malabar Hill,Mumbai",4,18.951632,72.798626,1,1150
Built-up  Area,Ready To Move,3,1237.815256,"Caranzalem,Goa",2,15.462648,73.804488,2,80
Super built-up  Area,18-Dec,2,855.2049543,"Mansarovar,Jaipur",2,26.8626,75.7633,2,29
Built-up  Area,18-Jul,4,3000,"Ajmer Road,Jaipur",3,26.928785,75.828002,2,90
Built-up  Area,Ready To Move,1,620.0177148,"Ulwe,Mumbai",2,18.973908,73.025106,2,42
Super built-up  Area,Ready To Move,2,959.8293637,"Zirakpur,Chandigarh",2,30.662283,76.822397,2,27
Super built-up  Area,Ready To Move,1,578.0346821,"Pallikaranai,Chennai",2,12.9377,80.2153,3,38
Super built-up  Area,19-Jul,3,1215.066829,"KSRTC Layout,Bangalore",2,12.42853,76.379316,2,60
Super built-up  Area,Ready To Move,3,1556.496255,"Sector 88 Faridabad,Faridabad",2,28.431862,77.351104,2,47.8
Super built-up  Area,Ready To Move,3,1048.623316,"Lohgarh,Chandigarh",3,30.6429,76.8143,2,35.8
Super built-up  Area,Ready To Move,3,1150.012778,"Sector-51B Chandigarh,Chandigarh",4,30.739119,76.767784,,90
Super built-up  Area,Ready To Move,2,1288.161793,"Mogappair,Chennai",2,13.07265,80.176063,0,100
Built-up  Area,Ready To Move,4,2972.651605,"Sector-66A Mohali,Mohali",2,30.661104,76.746082,1,150
Built-up  Area,Ready To Move,3,1803.051318,"Sector-75 Noida,Noida",2,28.576117,77.382136,3,130
Plot  Area,Ready To Move,3,2600.016774,"DLF CITY PHASE 2,Gurgaon",4,28.4818,77.0843,2,310
Super built-up  Area,Ready To Move,2,1115.053218,"Hoysalanagar,Bangalore",4,12.96991,77.59796,1,44
Super built-up  Area,Ready To Move,2,1047.692308,"Yeshwanthpur,Bangalore",2,12.96991,77.59796,2,68.1
Super built-up  Area,Ready To Move,2,1044.138586,"Kammanahalli,Bangalore",2,13.01429,77.638728,,66
Super built-up  Area,Ready To Move,1,650.026001,"Saravannapatti,Coimbatore",3,11,76.96667,,25
Super built-up  Area,Ready To Move,2,1209.704221,"Bheemunipatnam Mandal,Visakhapatnam",3,17.88639,83.44711,2,36.4
Plot  Area,18-Jul,2,1240.111182,"Banaswadi,Bangalore",2,13.008071,77.651295,0,58
Super built-up  Area,Ready To Move,4,1591.451631,"Sector-150 Noida,Noida",2,28.429614,77.481711,2,140
Super built-up  Area,Ready To Move,3,1450.245426,"Adarsh Nagar,Jabalpur",2,26.906098,75.825254,,65
Super built-up  Area,Ready To Move,3,1488.095238,"Sarjapur Road,Bangalore",4,12.86,77.786,2,90
Super built-up  Area,Ready To Move,2,1220.008133,"Horamavu,Bangalore",2,13.0318,77.6583,3,60
Super built-up  Area,Ready To Move,3,1550.169109,"Sector-63 Chandigarh,Chandigarh",2,30.73528,76.79111,1,110
Super built-up  Area,Ready To Move,2,917.2781855,"Harinavi,Kolkata",1,22.54111,88.33778,3,27.5
Plot  Area,Ready To Move,3,2127.013066,"Yelahanka,Bangalore",2,13.11389,77.59833,,140
Super built-up  Area,Ready To Move,2,1055.662188,"Ankleshwar,Bharuch",2,21.6,73,1,16.5
Built-up  Area,Ready To Move,2,825.054723,"Keshav Nagar,Pune",4,27.16726,75.709505,2,98
Super built-up  Area,Ready To Move,2,1095.140315,"Rayasandra,Bangalore",4,12.87004,77.673275,0,48
Super built-up  Area,18-Jun,2,700.0903342,"Bhekrai Nagar,Pune",6,18.52783,73.875757,1,31
Super built-up  Area,Ready To Move,1,605.073307,"Mulund (West),Mumbai",4,19.1759,72.9522,1,130
Plot  Area,Ready To Move,1,630.1050175,"Bhisegaon,Karjat",2,18.911897,73.318408,2,16.2
Super built-up  Area,Ready To Move,3,1850.152905,"Sas Nagar,Mohali",2,30.682453,76.75696,2,60.5
Super built-up  Area,Ready To Move,2,760,"Vaibhav Khand,Ghaziabad",5,28.9196,76.8972,2,38
Super built-up  Area,Ready To Move,2,1108.074167,"Sector-14 Sanpada,Lalitpur",3,28.4729,77.0474,3,150
Plot  Area,Ready To Move,2,840.1503427,"Betegaon,Palghar",4,19.7833,72.7833,2,38
Super built-up  Area,Ready To Move,1,761.0350076,"Ghansoli,Maharashtra",4,19.126499,72.99956,1,90
Super built-up  Area,19-Aug,3,1658.056991,"Ulubari,Guwahati",4,26.170841,91.754959,2,99.5
Plot  Area,Ready To Move,2,1079.913607,"Rachenahalli,Bangalore",3,13.219742,76.698537,2,60
Plot  Area,Ready To Move,1,472.0161834,"Kolshet Road,Lalitpur",2,24.69028,78.41889,,70
Super built-up  Area,21-May,4,3944.773176,"Uniworld City,Kolkata",4,22.560951,88.495491,1,180
Built-up  Area,Ready To Move,3,1914.07138,"Zirakpur,Chandigarh",2,30.662283,76.822397,1,84.2
Built-up  Area,Ready To Move,1,646.9662528,"Ravet,Pune",2,18.651598,73.735448,1,37
Super built-up  Area,19-Dec,2,1000,"Model Colony,Pune",3,30.131866,77.296756,1,110
Super built-up  Area,Ready To Move,2,875.0994431,"Ferrar Nagar,Bangalore",2,12.96991,77.59796,1,44
Super built-up  Area,Ready To Move,3,1939.487975,"Sector-150 Noida,Noida",3,28.429614,77.481711,2,100
Built-up  Area,Ready To Move,2,1000,"Gulmohor Road,Ahmednagar",3,19.08333,74.73333,2,32
Built-up  Area,Ready To Move,2,915.0700601,"Doddathoguru,Bangalore",3,12.843566,77.652108,3,32
Super built-up  Area,Ready To Move,2,1050.06105,"Kharghar,Lalitpur",3,24.69028,78.41889,1,86
Super built-up  Area,Ready To Move,3,1220.198986,"Sector-3 Gurgaon,Gurgaon",3,28.363365,76.919386,2,130
Super built-up  Area,Ready To Move,1,500,"Punawale,Pune",2,18.637802,73.745912,2,33.2
Plot  Area,Ready To Move,2,954.0519794,"Ghodbunder Road,Lalitpur",2,24.69028,78.41889,2,87
Super built-up  Area,Ready To Move,2,1107.01107,"KR Puram,Bangalore",4,13.010349,77.712151,2,48
Plot  Area,Ready To Move,2,1000,"Dewas Naka(Panchvati),Indore",2,22.782781,75.899435,1,18
Super built-up  Area,Ready To Move,1,625,"Lal Kuan,Ghaziabad",5,28.634537,77.471342,2,16.5
Super built-up  Area,Ready To Move,4,2160.2938,"Kundli,Sonipat",3,28.874383,77.113251,2,100
